cat,label,review,predict_before,predict_after
书籍,1,认真读了一阵时间了，感觉呢——天书啊，古典文学和现代文学思想的是深海，传播学是海浪，深层的暗涌，表层的激荡...天书啊，如何才能读得懂...,天书（推断）,张爱玲的作品
书籍,1,认识这本书，是在当当的首页看到的，不怎么逛论坛，所以之前并不知道有这本书。花了两个晚上的时间，把这本书看完。总的感觉，一气呵成，书里面的角色，有着深刻的八十年代的烙印，是我们这代以及之后的人所无法切身体会的，只能看后感慨，只能当作小说来看，只能是一种休闲。或许，对一部分人有教育意义……很佩服本书的策划，除了正文（已经很好了），基本上能用来做广告的地方均没有浪费，真是太有才了！,八十年代（推断）,于丹的作品
书籍,1,人生在世，不因为生存而改变信仰，不因为生存而被生活改变，而是为了改变生活而生活着！精彩的辩词告诉读者的东西已超越了文辞本身。意大利哲学家克罗齐说过：“一切历史都是当代史”。我们从书中鲜活的历史事件和生动的人物内心，感受的不仅是生命的尊严和思想的自由，更多的是一种改变自我的同时又改变生活方式和生存状态的精神文化的传承。,历史深处的忧虑（推断）,我是英语单词书
书籍,1,人生当中的种种际遇不是为了折磨一个人，而是为了塑造一个人。最甜的水果常常是那些有瑕疵和缺陷的。我知道我比许多得到文凭的人教养更好，但是我厌倦争辩。尽管你说话不多，但以我的理解力，我没有必要让你说许多话。心存烦恼的人不想多说话。学会耐心和坚持，梦想越大，实现梦想的时间就越长。当你有说话的冲动时，先倾听。但当你有退缩的冲动时，先行动。,简爱（推断）,求医不如求己
书籍,1,热门美剧《CSI犯罪现场》，以及类似的剧集，比如香港的《鉴证实录》，溶精密医学于曲折离奇的情节之中，让无生命的尸体与证物开口述说，总给人看不够的紧张感。而这本书，也是如此。女法医斯卡佩塔在一块块白骨间寻找罪证，却自蹈险境，此类李昌钰式的人物总让人生起崇敬之心：睿智，理性，而且她还美丽，给冰冷的悬疑小说架构间吹进一阵清风，不免在夏天大呼过瘾。,女法医斯卡佩塔（推断）,活着
书籍,1,然而，那又如何？一段文字的价值在于它的生命与读者生命的瓜葛。&#160;&#160;无需隐晦，我与它彼此共鸣久久，&#160;&#160;体会着压抑，感受着哀伤扭曲暴力和空屁，&#160;&#160;亦深深的爱上了慧仙，深埋着，无力的，见光死，&#160;&#160;若非那盏铮亮的铁皮红灯，我几乎以为，就连这爱都成了一场空屁。,河岸（推断）,于丹《庄子》心得
书籍,1,确实如题。人生若只如初见。也许，就没有也许。第一眼看到书名就毫无犹豫买了，买回来之后果然对自己说了句，还是做自己好，朝着感觉走。所以没买错。很喜欢很喜欢也很享受。也许有时候跟作者的感受会有所不同，但却必然是很佩服作者的透。爱情很多时候也许是一千个哈姆雷特有一千个读者。只是爱情，很多时候都是纸包不住火般命中注定... ...,人生若只如初见（推断）,活着
书籍,1,确实名不虚传，文章情境的描写入木三分，有令人身临其境之感，白天看也忍不住头皮发麻，背后发凉，总感觉有人站在后面，疑神疑鬼不敢回头。不得不说女性作家在设置环境的功夫上确实比较细腻，悬念巧妙，能抓住人心最好奇又最害怕的那一点，让人在紧张刺激，呼吸沉重之余又忍不住往一口气往下读，知道真相浮出水面。但认为结局还是有些牵强的部分，感觉在影视剧中才会出现的情节，与现实生活比较远，所以在知道真相的时候没有一种恍然大悟的舒爽，就像坐在电视机前看着别人表演，结尾缺少令人回味的感觉。在人物上对古小烟性格的塑造比较成功，其他人显得不够饱满。除了吴子树还能稍微令人饶有兴趣之外，其他人皆比较苍白。特别是主人公罗天，不知道在后面古小烟系列中他还会有如何的发挥，但在这集中没感觉到他出来是做什么用的。虽然反复用了“冷漠，英俊”这些吸引人的词汇，但在情节中没感觉他的各方面突出能力。很多事情喜欢凭自己判断，后面的推理也是莫名其妙得出结论，没有证据，而且与案中人接触过密，还把案子情节透露给案中人。。这些，符合逻辑？而且最后写到古小烟与他的感情更是来得突然，完全没有过渡，有点生硬。总之不是很喜欢罗天这个角色，希望后面第N季里如果还会出现罗天的话，这个人物能更饱满些。总之这本书总体还是不错，当作故事来看还是很过瘾的。,古小烟（推断）,张爱玲的作品
书籍,1,确实很喜欢书名，连对书很挑剔的老公都说这个名字起的实在很好。。买这部书冲着两个原因，一个是书名，一个就是鸠摩。还是很喜欢称他为鸠摩。他是我一直很萌的人。大学的时候上过佛学课，选修丝绸之路也有一节专门讲到他，这个人在我们所有人心里大概已经被神化了，他的淡定，睿智，从容，一切一切。我不曾想过他的爱恋，彷佛他就是为了佛而生。而在这部书里，我看到了不一样的鸠摩，我所不知道的那一面，作为一个真真实实的人存在着。他云淡风轻的外表下纠结痛苦的情绪和内心，他波澜起伏的遭遇背后我们所不知道的是是非非（暂且不去追究其真实与否，我宁愿将它当作历史去读），还有那些我们所熟悉的战争和灾难，当作者用文字将那一切清清楚楚的表达出来，那种震撼，不是我们所看到的历史那样让人惊心。大约有2/3是流着泪看完的，半夜的时候撑着红肿的眼睛站在窗前，心里却始终无法平静，我是一个女人，我太明白那种感情，那种生死离别的切肤之痛，为了想见坚守千年的意志，尽管是故事，若是我，也未见得会做到，尽管我也爱的如此深切。,不负如来不负卿（推断）,张爱玲的作品
书籍,1,"确切说这是本写给成人的儿童小说,叙述平凡中让人感动,坚强智慧的母亲,勇敢正直有担当的查理,单纯可爱的茉莉,率真并带给这个家庭快乐的大个乔,每个家庭成员都具备一个人所应有的美德,并贯穿在小托成长的过程中,对他产生着巨大的影响.除了上校和狼女等人的干扰,这几乎就是个几乎完美的家庭,但差一分六点的结局又把人带入伤感.总的说是本很不错的小说.",柑橘与柠檬啊（推断）,内因决定外貌
书籍,1,趣味性和知识性相结合的好书。因为里面有很多相对孩子来说比较难理解的东西，所以我采取的办法是每天重读上一篇昆虫故事，然后再读一种新的昆虫，这样孩子对一种昆虫的理解能深刻一些。阅读中注意观察孩子表情，针对一些东西提问，看孩子的理解程度。 开始我开担心会不会太刻板，读了以后才发现太棒了。有些昆虫对孩子简直象人类一样，用心良苦。昨天晚上读完砂泥蜂孩子竟被感动得哭了。真羡慕现在的孩子。,昆虫记（推断）,婴儿画报
书籍,1,去年孩子刚上学，当时小学里安排了教育专家给家长上课，讲怎么培训好孩子。其中老师提到一条，注意培养孩子的观察能力，也提出一些相关的小游戏。之后，发现这类大搜寻的书对培养孩子的观察能力非常有利，而且书内的图文精美，孩子也非常喜欢。这套书每本书都有一个主题，在培养孩子观察力的同时还能增长相关的见闻和知识。大力推荐一下！,大搜寻的书（推断）,求医不如求己
书籍,1,去过日本以后，非常感谢这本书救我了无数次，尤其是那个不通英语的国家，没有它真感觉很无助。连我爱人都夸我买的很实用。坐新干线3个小时，我都在听它附带的mp3，掌握了一些常用的话，学了一些常用语气，同团的人都夸我“专业”。呵呵,旅游日语（推断）,求医不如求己
书籍,1,区别于市面上粗制滥造的一些所谓怀孕百科，这本书内容非常详实，而且很专业。在怀孕的各种专业检查里，比如唐筛、妊娠糖尿不耐性等，都做了很科学的解释，为广大孕妇释疑扫盲，不用盲目去做一些不必要的检查。在生活方面，什么时候该买什么衣服，如何挑选内衣等信息非常实用。更加好的是，在孕妇的心理变化上，也非常有指导意义，比如如何向公司告知怀孕信息、如何平衡怀孕与工作。早看到这本书就好了！！！,怀孕百科（推断）,女心理师
书籍,1,情节设计很能抓住孩子，6岁的孩子不仅让大人讲了又讲，还自己主动讲给好朋友听。绘画效果也还可以接受。孩子在无意间浏览了各个时期风格迥异的名画。美中不足的就是一套书中不同本的情节设计没什么差别，只是名画的年代或风格不同。遗憾的是为什么没有中国人的精美绘本，从创意、文字到绘画，好作品都是外来的，文化品位也是外来的，下一代都喝洋奶了，本民族的养分谁来继承？？！！！,Look系列》（推断）,女人的幸福与什么有关
书籍,1,清新细腻的文字，温暖感人的情节，偶尔迷糊却又爽朗独立让人喜欢的女主，俊朗飘逸并且博学内敛的男主，还有那么多让我熟悉的中药方剂，每个章节的中药名称和章节后的汤药，全文细细读来，作者功力可见非凡，让我都感叹作者是不是中医学院出身啊。笙离的文字如流水，文中的感情也像流水，淡淡的，却很感人，也许，只有这样细水长流的感情才是最长久的。,爱你，是我做过最好的事（推断）,卡梅拉
书籍,1,青岛拥有众多京剧戏迷和票友，吸引了许多京剧前贤来这个“大码头”演戏献艺。“四大名旦”、“四大须生”、周信芳、唐韵笙等京剧大师都多次来青岛演出，受到了极为热烈的欢迎。早在80多年前，青岛就已票房林立、人才辈出，不少名票下海后，进一步展示了他们的出众才艺。1959年，言少朋、张小楼伉俪在青岛振兴了几乎失传的言派老生艺术，在全国产生了极大反响。青岛与京剧的渊源，很深很厚，很值得一写。,青岛与京剧（推断）,张爱玲的作品
书籍,1,亲爱的沙皮。很可爱。虽然拿到的书跟我想象的是不一样的。原本以为是跟普通的书差不多大小的。到手的也是一本四四方方的书。但是，整体感觉还不错。文中以淡淡的忧伤淡淡的惆怅絮叨着刀刀和沙皮。一种被所有人羡慕的爱。沙皮的形象很可爱，一圈圈的眼纹中迷茫的大眼就这么直视到你心里。没来由的就有些许怜惜了。人海中的那个小点，我们又何尝不是。很喜欢那种脸蛋是月亮的蒙娜丽莎，安静祥和。,刀刀和沙皮（推断）,蛤蟆先生去看心理医生
书籍,1,且不提它的字和画的排版，看起来那么舒服，光是那纸张摸着都觉得感觉很好。很久就知道有这本书了，这回是想送给朋友的孩子才买的，送之前自己就先看了。这一看不要紧，居然让我看着看着感触颇多，而且不知道该用什么语言来描述自己的感动和感悟，我只知道，看完一遍居然有一种心灵被洗涤了一次的感觉。但愿所有的人都能从书中得到最美的享受并唤起自己心灵深处的那份淳朴的不加修饰的真善美！如果那样的话，我们的社会一定会更加宽容和谐。,小王子（推断）,猫和老鼠
书籍,1,前面部分看的过瘾，尤其是西坪村的日子。艾米耐心细致的描写，能让人想起自己恋爱的时日，触碰到那些已经多年似被尘封的记忆，心境也变得甜美。故事结尾倒是有些让人遗憾，觉得结束的太突然，结局太过生硬，好像是为了结束小说而草草收场了。喜欢艾米的文风，语言平实但一下就能抓住人心，娓娓道来，读起来感觉非常舒服。,山楂树之恋（推断）,今生今世
书籍,1,前段时间同学聚会见到同学的女儿和儿子在玩，介绍说还不错，于是这段时间在给孩子选图画书的同时也有留意到此书，孩子现在1岁半了，所以给他选了2岁的一整套。图案很清晰，内容感觉也是比较恰当的（我是做小学老师的，所以对幼儿和儿童教育方面也有点认知），但是自己孩子才在牙牙学语，是我做家长的感觉还不太适合，所以感觉这本书对孩子年龄的定位是比较准确的！对孩子喜欢和学习能力方面的话，暂时还不好发表个人意见！,2岁（推断）,张爱玲的作品
书籍,1,起初看的时候，也许会有这样的疑问：难道一句抱怨的话都不说了？其实，在有意识的有能和无意识的有能部分，作者告诉我们，应该理性地区看待抱怨。我们要学会驾驭抱怨情绪，正确地引导它，就可以为我所用。一则可以静心静气，二则可以用宇宙吸引力法则聚拢“能量”成就梦想。…………书中提到的“曳引”entrainment，很值得在日常生活中细细观察，琢磨。总之，好书！,不抱怨的世界（推断）,我能打败怪兽
书籍,1,起初见到这本书是在学校的图书馆，没来的及借上。回来在当当上查，竟然有，而且还是四五折。书的印刷质量绝对不容置疑。最让人陶醉的不仅仅是介绍的100幅世界名画，还有细腻动人的描写，编者的文字绝对可以与这些经典的画相媲美。插图后传神的介绍使那些离我们已久远理解起来已生疏的画面的每个微小细节都显得那么熟悉和意味深长了。它应当是你要读的100本书中的一本，它有资本会受到每个热爱艺术人的肯定。,世界名画100幅（推断）,空空奇谈
书籍,1,其实最开始是在天涯上看到的帖子，马上被文章吸引住了，尤其是看到作者和一帮医术高超的朋友云游四方，免费给人医病，实在是让人敬佩，所以还没看完帖子，我就下订单买了这本书。但是没想到，书买回来了，却被老妈抢着去看了，她已经被深深地吸引住了。^_^,天涯帖子（推断）,泡菜女人的喃喃自语
书籍,1,其实我也认为小厉同学应该是知道写意的报复的，至少是有所察觉的，但是他可能自认为亏欠写意良多，同时为了给彼此的恩怨过往一个两清的机会，估计也是为了寻一个重新开始的未来，所以他选择放任写意。但是当真相来临，我想心不痛是不可能的。而且我一直认为阿衍的断腿，他的疼痛都是在折磨自己，把心里的伤痛转移到身体的疼痛上来，至少这样会让他对写意少一点负罪感。,良言写意（推断）,于丹的作品
书籍,1,其实觉得到了破晓，故事开始变得滑稽。如果说贝拉拼尽全力生下尼斯，只是梅尔想为雅各安排他的烙印，然后让雅各开始对贝拉的感情变得模糊虚无，我倒希望梅尔安排雅各为对贝拉的爱情痛苦一辈子。那么，谁对谁的爱情是可以确信的呢？如果雅各曾经那么爱贝拉，可见到尼斯之后怎么又会变成那样呢？我倒觉得还是因为梅尔太善良了，她让每个人各得其所。这个故事真不应该再写下去了，还是给人留点悬念比较好一些。,破晓（推断）,杜拉拉升职记
书籍,1,其实，女人啊，到底为什么而嫁？爱情？金钱？结婚？为爱情，这个理由连我自己也说服不了自己，年纪越大，越不相信。为金钱，哪有那么多有钱人啊，再说了，别人不一定瞧得上你。为结婚，周围的人都结婚了，就剩自己一个人了，必然得结婚了，这就是社会性。我觉得那个女主角真的很勇敢。因为她遇见了陈明然，而不是安嘉和。,不要和陌生人说话（推断）,公平定律
书籍,1,其实，非常感谢从来没有见过面的任老师。这本书真的很值得推荐给想考研的学子们！本人也是大学里面的老师，这本书真的很棒！希望更多的人，可以通过自己的努力，实现自己的梦想！,任老师（推断）,张爱铃的作品
书籍,1,平凡的记录不平凡的费德勒，有过辉煌，有过失落，有欢笑有泪水，相信他的路途依然精彩，胜也精彩，败也精彩，他的完美在于追求完美......过去喜欢，现在喜欢，将来也一直喜欢，这么一个人，创造完美，赢了多少，输了多少，付出多少，收获多少，ROGER 将继续完整他的人生，让他更加美丽，我们将依旧支持，默默注视，看他怎样打出完美比赛，画出完美人生。,费德勒（推断）,毕淑敏的作品
书籍,1,"朋友推荐买了这套书,因为9岁的孩子有很多关于性的问题,我不知如何回答才好.书买回来后孩子很喜欢,先通读一遍,然后重点读了上册,遇到不懂的地方就问我,后来就把书放一边,有时我发现他放学回家就拿起来看看,我猜可能在学校有些性的疑问回家后从书中找答案呢.我觉得适合8-15岁的孩子阅读,特别是女孩,性意识早于男孩,可以更早写给孩子看.9岁的孩子能独立阅读,个别字词不认识会问家长.",成长与性（推断）,不一样的卡梅拉
书籍,1,朋友推荐了电影，看后总觉得演绎的不够完美、细腻，这一直是我对电影和读书的理解。读完后亦如自己的预料。被故事中超越常理的感情感动，“爱情”又一次在年龄上展现她的不可预料。无语沉思，生活中总是有一些眼睁睁进退两难的事情，为何，还要如此的执着？这就是爱。米夏，自从与汉娜邂逅，好像他此生就为她而来，被米夏感动，为汉娜庆幸。在这个短暂脆弱的生命里，何必对对错错恩恩怨怨反复纠缠。,朗读者（推断）,不生病的智慧
书籍,1,"朋友推荐的好书,夫妻就是相爱容易相处很难的,生活中的磕碰需要用相爱的心去平衡一下,夫妻相处之道讲的就是艺术,特别是妻子生活的智慧,结婚20多年了正需要调整一下,已没有新鲜已不会撒娇说话凶巴巴的,生活的磨砺使我成了强悍的主妇,叫别人如何宠你爱你?我看了还是收获不少的.真的要好好撒撒娇,真的要好好享受生活,要不我们辛辛苦苦创建的家庭只有拱手让给二奶了,为了家庭更是为了自己的幸福,学习中.",撒娇的女人最好命（推断）,公平定律
书籍,1,朋友叫我帮她买，我也就顺带买一本瞧瞧，因为我相信她的眼光。她说她读高中时就知道此书了。看的时候，除了惊奇就是向往，真想身临其境呢，可是转念一想，咱们这些连狗都怕的人，恐怕达不到这种境界。仅供观赏吧，呵呵。本是给自己看的，没想到孩子也很感兴趣，也是，孩子天性喜欢动物。还有很多经典言论，譬如：“妈妈，怎么你的头发就像鸵鸟一样啊？”哭笑不得。,我的野生动物朋友（推断）,公平定律
书籍,1,佩服若曦，一直都坚持要寻找爱，不肯做小老婆。所以，这样的结局才是最好的吧。先看了梦回，再看步步，只能说各有千秋吧，梦回看的时候更震撼点，毕竟是当时看的第一本穿越。但是步步看了，更加的让人回味。其中的爱，也值得去慢慢的细细品味。一边爱着对方，一边在互相伤害。比起那些已经泛滥的白痴女主，加上超帅，超痴情的男主的荒唐故事。这样的好书，实在是太难得了,步步惊心（推断）,朗读手册
书籍,1,女人爱漂亮！衣服也越穿也少，越穿越没有季节了！没到夏天就脱下厚衣换上夏装，还在冬天就露胳膊露腿的，即使冻得瑟瑟发抖也在所不不惜，却不想寒气和湿气已经侵入了身体，埋下了祸根，日复一日，年复一年，当我们身体被越来越多的寒气和湿气占领，我们感到不舒服，这里疼那里痛，最后无法忍受，看病求医就成了家常便饭，最后已以医院为家。可见，保暖是多么重要啊，特别对于我么女性来讲尤其重要！,女人要暖养（推断）,胡兰成的作品
书籍,1,女儿六岁半，读来有些浅了，一会就读完放在一边。可 我发现她经常还会翻起。同事看我买这本书，马上拿来看，一边看一边感叹：我女儿（四岁）一定喜欢这上面的图画，同时又培养了她的数学兴趣。于是，他马上订了一套。非常不错的书，如果我不时候受到如此轻松有趣的数学启蒙教育，就不会让对数学的厌烦陪伴长大，以至于上大学，高数还补考了。,数学启蒙教育（推断）,嘟嘟熊系列
书籍,1,女儿才六岁半，她看不懂里面的数学故事。但她读过《西游记》和《封神演义》的少儿版，对哪吒和红孩儿有些了解，所以书拿回来她就不停地看，连洗脚的时候都会让我把这本书拿去给她。有一天，我听她在自言自语：1001000...我知道这是书中最大数最小数那一章。我敢打赌她一定不懂这些数的意思，我也敢打赌她心中一定想知道这些数的意思。所谓兴趣，就是在这样轻松愉快没有压力中产生的，但愿能陪伴她终生。,哪吒大战红孩儿（推断）,兄弟
书籍,1,"你知道有这么一头牛吗?他不爱抵角,不爱刨地,不爱跑不爱跳，他喜欢的是静静地坐下栎树下，静静地闻着花香。他叫费迪南。他的妈妈一开始很担心，费迪南总是这么一个人呆着，会不会寂寞？但当费迪南告诉妈妈自己很乐意这样呆着静静地闻花香时，她那善解“牛”意的好妈妈很放心地走开了，让自己的儿子按他的意愿生活着。书的最后，写着：他过得很幸福。我真喜欢这头牛，我真喜欢他那善解“牛”意的妈妈。",爱花的牛（推断）,噼哩啪啦
书籍,1,能够了解经义的人，就好像喝了牛奶。可以调伏身心的人，就好像吃了乳酪。与法教能相应的人，就好像品味生酥。有了大乘智慧的人，就好像尝到熟酥。总持一切法门的人，就仿佛品到醍醐之味。牛奶的醇香，乳酪的香甜，想起两样好吃的东西，就会流。。。。。，原来佛学中有些也是来源于真实的生活，修心养性，不错，一举两得。,醍醐味（推断）,不一样的卡梅拉
书籍,1,呢套书已经买来两年了，宝宝一看到封面仍旧叫的出咕噜牛，咕噜牛小妞妞，清晰记得内容。还模仿以前我讲故事的口气，用书里的语言说几句，家里只有讲故事的我明白宝宝的话的出处，相视大笑之余，默契之情十分有趣。虽然故事中有语言的恐怖，但画面明朗，就是宝宝的可爱恐惧没有真正吓人的地方，带着调皮的俏皮，憨厚的勇敢。也是我和宝宝挚爱的绘本。任教授的翻译押运上口，尤其《女巫苕帚排排坐》十分好玩，一般女巫的形象被颠覆，这个女巫有蝴蝶结，帽子，有漂亮的魔棒，和朋友小猫青蛙小鸟小狗，生活的真快乐。,咕噜牛（推断）,明朝的那些事儿
书籍,1,男人爱狐狸精，女人也爱。文中的狐狸相公真是让人垂涎三尺。只是文章的故事情节在某些时候衔接的比较生硬，穿插了很多在本人看来与本故事的主干线无甚关系的编外题材，我想是因为作者有太多的东西想与读者分享，结果却让整体的故事叙述断断续续；而且感情升华的部分处理的也偏于仓促，让人偶尔有一种莫名其妙的感觉。但总体来说，这是我喜欢的题材，里面的精怪描写也非常生动，是让人感到有趣的一本书。,狐狸相公（推断）,高等数学
书籍,1,"拿到这套书时,我儿子和他爸爸就已经迫不及待地把车停在路边,在车上看了起来,一连看了两本,宝宝对弗洛格是个英雄,费洛格找宝藏很感兴趣,听得也很仔细,可能是画面简单而色彩比较明快吧,他看完后,自己一个人在床上再看一遍,而且是看得认真,虽然不识字,但他还是会把大概的内容自言自语的再说一遍,有时还会把那页弗洛格说的话再说一遍,我觉得是一本不错的书.他爸爸也很喜欢,父子俩现在经常一起看,两天就全部看完了.",弗洛格（推断）,我想有颗星星
书籍,1,"拿到这本书后,开始我有些担心,这本书开本挺小的,画面只有黑白两色,版画的风格,我担心孩子不喜欢.可是给孩子看了以后,孩子非常喜欢,让反复讲,令我意想不到.到现在我也没怎么想明白孩子为什么喜欢.也许是故事的情节,也许和猫有关,也许孩子看多了大画面五颜六色的绘本产生了审美疲劳,反而这本与众不同,就像一道开胃的小咸菜.不管怎样,我坚信孩子是有鉴赏力的.",小咸菜（推断）,劈里啪啦书
书籍,1,拿到书用了六天才看完。最感动的地方要数第三部风华篇了。云峥的死让我哭的稀里哗啦的。看到凤歌一夜白头又忍不住唏嘘。个人心中还是希望女主能和宇公子在一起，看到君北羽在知晓一切时那种孩子气，想要把心爱的人抢回来那种霸气，心中无奈。可是，错过就是错过了。后两部感觉有点恐怖，又是降头又是日本神兽的，我是在晚上看的，脊背都有点冷。,绾青丝（推断）,论语
书籍,1,拿到书就超级喜欢外包装，一切都是淡淡的，淡淡的绿色，薄薄的包装，放在包里不占地方，拿在手里不觉得重。看了开始的部分，觉得女孩的生活波澜不惊，一切都是淡淡的，那么的贴近生活，那么清新自然。看完全部内容，更是喜欢。喜欢那种真实感，喜欢那种不做作。生活不就是如此吗？最终，一切都会归于平淡。这本书最终被我捐给了无锡一个书吧，让更多的人来阅读这本书，感受那种清醒吧。,挪威的森林（推断）,毕淑敏的作品
书籍,1,拿到书后，刚好星期天，看了整整一天！觉得用现代科学来看古代的佛学、道学的东西，并不是没有道理，只不过我们现在还解释不通！光到底是粒子还是波，我们的世界中是否还存在一个看不见、摸不着的世界，“上帝掷骰子了吗”，难道哥白尼、伽利略破除种种阻碍创立的日心说，因果论，我们现实所有的一切一切都是虚幻的！我们都眩晕了！准备读读佛经！,上帝掷骰子了吗（推断）,论语
书籍,1,拿到书的那一刻，第一印象，很漂亮，不光吸引了孩子的眼球，我们作为孩子的家长，不得不说是一本制作精良的好书。再说书的内容吧，看了一下内容概述，新的“王子复仇记”，经典的故事，完全不一样的诠释，扣人心弦的情节，作为一部童话小说，打五颗星完全是在情理之中啊。我也代替我的孩子打五颗星，新锐作家能写出这样的故事，这样的文字功底的确难得，继续加油，我相信作者会成为少年儿童故事的一代大家。,王子复仇记（推断）,毕淑敏的作品
书籍,1,拿到书便用了一晚上的时间看完了。早先已经听到一些关于这部小说的评论，主要来自于香港和台湾的读者。的确如张爱玲本人估计，很多人读完小说便忙着对号入座起来。看完小说，才知道，让人觉得这不是自传体小说，实在太困难了。但还是觉得这本小说的文学价值之高，会让人忽略其情节和作者生事的相似性。张爱玲那种出离于世的眼光，和分明一个平凡女子的柔弱情怀，以及那些简练而精辟的笔法，不能不让人惊叹。,小团圆（推断）,杜拉拉2
书籍,1,拿到手上先看了序，感觉就像是妹妹对姐姐的依赖，使我急切的继续翻下去，仔细看着里面的详细分解图和超级啰嗦，一切都那么简单易懂，并富有一种特殊的磁性吸引着我，全然不像以往的书籍，几乎这本书上的菜我都急于想尝试一个遍，于是，就这样开始了我的烹饪之旅…这本书不光只是本好教材，还是个充满故事、情感的自由空间…给无论是否会烹饪，但却充满热情的人作为很好的引导，幸福的开始一切并启程…,跟着君之学烘焙（推断）,于丹的作品
书籍,1,拿到手后，六岁的女儿先是要我每天晚上睡前给她读上几篇。后来实在是太喜欢了，就干脆自己阅读，一个人读到高兴时就咯咯地笑起来，天天跟我说她也想去巴学园读小学。确实，作为在二战前的日本就有的巴学园，小林校长的真正做到因材施教，充分调动了孩子们对学习对知识的兴趣，让他们不觉得学习是个苦差事，不会有考试的压力，没有贫富贵贱的差异，这真是孩子们的天堂。,窗边的小豆豆（推断）,活着
书籍,1,暮色之城系列书籍堪称经典之作。我认同大多数人的观点。此系列四本组成了一部完整的故事，英俊善良的吸血鬼，顾全大局的深刻理解他人的贝拉，浓厚的爱情、亲情感染了每个人，意味深长。这部作品是我有史以来看的最完整的一部书籍，给我留下的印象深刻。期待看看根据这部著作拍摄的影片《戏谑新世界》。特此把这套书推荐给爱好读书的朋友。,暮色之城（推断）,于丹的作品
书籍,1,母亲的身体不是太好，自己也很注意养生，经常看关于这方面内容的电视，但由于节俭的习惯，她从不买书来看，我又经常不有身边，为了更有效地帮助母亲保护自己的身体，就买来送给她，而且当当网上的价格又是比较心怡的，书还都是正版书，母亲收到特别高兴，在没有相关电视节目的时候，看这些书就成了她业余生活的主要内容。还会买更多这样的书。,养生书籍（推断）,忙忙碌碌镇
书籍,1,墨深对知敏的爱，从18岁那年就深藏心底，并因此注定了一生！一直很认真的等着她长大，总能在合适的时候给所爱的女人最好的爱护，虽然很多时候他们并不能见面，甚至连话都说不上，但心底的那个角落永远为对方守候！而知敏自立自尊自强的性格很让我喜欢，他们的大学生活也很让我羡慕，虽然因为家庭的缘故一度有过徘徊，但爱的力量是伟大的，只要有爱，还有什么是不能克服的呢！,何以笙箫默（推断）,高木直子的作品
书籍,1,"面包要不要?当然,自然需求;一个踮着脚尖站在面包树上的女人又想要什么呢?爱情对女人就象鸦片一样,明知蚀骨,明知刺心,还是义无反顾。会因为一句?我每个除夕都送你首歌?而终生刻骨,回忆和咀嚼;会因为?每一个纸飞机代表一次思念?而想象那个男人,铭心和玩味。重感觉的女人太忧郁，她总为了虚无缥缈的歌声和思念自我放逐，自我牺牲，结果会从面包树上摔下来，往往血流不止。理智与情感，孰轻孰重?",面包树上的女人（推断）,百家讲坛
书籍,1,密密的心绪疯长成深蓝色的森林，在其中徘徊来去的只有我。除了忍耐，还是忍耐，我看到自己的心，在黑夜里孤独的盛开、腐朽和颓败。耗尽整个青春，我一直在问什么是爱，即使在十年后的现在，我仍然弄不明白。我们还活着，你还在我旁边，还可以触摸，还可以依偎，这不是生活的全部，却让我们沉溺得永不超生。又何必再问，我和你都没有说过的那个字，冷与暖从此只由身体感知。(载抄),挪威的森林（推断）,论语集释
书籍,1,美国的侦探小说大多属硬汉派风格，例如开山之作雷蒙&#183;钱德勒，再比如布洛克的马修&#183;斯卡德探案系列。而这本女性作家所撰写的佳作，则展现了女性特有的细腻和执着，以及在一个男人世界中顽强生存和抗争的坚毅。当然，仍然逃不开美国文化特有的个人英雄主义情节。作为法科学生而言，阅读本书对于美国的法律制度倒也有一番另类的了解。非常期待本系列的其他佳作。,马修·斯卡德探案系列（推断）,82年生的金智英
书籍,1,每天和很多病人打交道，总以为病人的心态都是差不多的，尽管有些也是很积极，却总也掩饰不了那份从心底透出来的悲哀。“同情病人”——一直觉得是那么的天经地义，那么的理所应当，虽然，同情并不能对他们有太大的帮助。利用两天的午休时间看完书，才发现病人更多的是需要鼓励。特别是，当没有人能给予他们鼓励、连他们自己都没有信心的时候一定是需要鼓励的。作者一直在鼓励自己，直到生命的最后一刻。很久都没有看书流泪的我却很想静静的流泪，为了感谢作者能让我分享那份忧伤。,当呼吸化为空气（推断）,幸福是可以传染的
书籍,1,每每阅读此书，我都怀着一种激荡和惊叹的心情，以至于我长时间沉浸在思考和回味中，久久不能平静。中国的三十年，改变简直天翻地覆，其中太多太多的悲痛、感怀、激荡……吴晓波作者的知识储备、文化底蕴以及看待事务的高度和真实准确的文字叙述，更给中国三十年来的历史回顾增色不少。此书非常值得一看。,激荡三十年（推断）,下
书籍,1,每个人都会有各种各样的第一次，第一次上学，第一次恋爱，第一次离开家人独自生活。这本书可以让已经独自生活的人看到自己的影子，准备独自生活的人做为参考，向往独自生活的人给予想象。作者用简单的文字，亲切形象的图画，为我们讲述一个又一个生活中的小故事。你会觉着温馨快乐，当你看完这本书，嘴角或许会带着丝丝微笑！,第一次一个人住（推断）,吊金龟婿的方法
